"codigo","titulo","ano"
"344","INDENIZAÇÃO PELA EXTRAÇÃO DO PETRÓLEO, XISTO E GÁS",2022
"603",RECURSOS PROVENIENTES DA CONTRIBUIÇÃO SOCIAL,2022
"604",RECURSOS PROVENIENTES DA CONTRIBUIÇÃO PATRONAL,2022
"605",RECURSOS PROVENIENTES DA CONTRIBUIÇÃO PARLAMENTAR (SUPERÁVIT DE EXERCÍCIOS ANTERIORES),2022
"606",RECURSOS PROVENIENTES DA CONTRIBUIÇÃO PATRONAL ,2022
"607",COTA-PARTE DA CONTRIBUIÇÃO DO SALÁRIO-EDUCAÇÃO,2022
"611",COTA-PARTE DA CIDE,2022
"614",RECURSOS PROVENIENTES DE DEPÓSITOS JUDICIAIS,2022
"615",DEPÓSITOS JUDICIAIS - PIMPJ,2022
"616",COMPENSAÇÃO AMBIENTAL,2022
"629",RECURSOS ARRECADADOS DA VENDA DE SELOS DE AUTENTICIDADE,2022
"646",OPERAÇÕES DE CRÉDITO INTERNAS,2022
"648",OPERAÇÕES DE CRÉDITO EXTERNAS,2022
"650",RECURSOS PROVENIENTES DO FUNDEB,2022
"651",COMPLEMENTAÇÃO DA UNIÃO AOS RECURSOS DO FUNDEB,2022
"670","OUT. FONTES, RECURSOS DIRETAMENTE ARRECADADOS",2022
"673",TRANSFERÊNCIAS DIRETAS - OUTRAS,2022
"676",RECURSOS PROVENIENTES DO FIT,2022
"679",TRANSFERÊNCIAS AO FUNDO DE DEFESA CIVIL,2022
"680",CONVÊNIOS COM ÓRGÃOS INTERNACIONAIS - ADMINISTRAÇÃO INDIRETA,2022
"682",CONVÊNIOS COM ÓRGÃOS FEDERAIS - ADMINISTRAÇÃO DIRETA,2022
"686",CONVÊNIOS COM ÓRGÃOS MUNICIPAIS - ADMINISTRAÇÃO DIRETA,2022
"688",CONVÊNIOS COM ÓRGÃOS PRIVADOS,2022
"691",RECURSOS PROVENIENTES DO SUS,2022
"692",REPASSE FUNDO A FUNDO,2022
"950",ARRECADAÇÃO AUTOMÁTICA,2022
"000",A DEFINIR,2023
"861",RECURSOS EXTRAORÇAMENTÁRIOS VINCULADOS A DEPÓSITOS JUDICIAIS,2023
"862",RECURSOS DE DEPÓSITOS DE TERCEIROS,2023
"869",OUTROS RECURSOS EXTRAORÇAMENTÁRIOS,2023
"000",A DEFINIR,2024
"001",CONTRAPARTIDA A DEFINIR,2024
"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,2024
"501",OUTROS RECURSOS NÃO VINCULADOS,2024
"502",Recursos Não Vinculados da Compensação de Impostos,2024
"540",TRANSFERÊNCIAS DO FUNDEB - IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS,2024
"541",TRANSFERÊNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - VAAF,2024
"542",TRANSFERÊNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - VAAT,2024
"543",TRANSFERÊNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - VAAR,2024
"544",RECURSOS DE PRECATÓRIOS DO FUNDEF,2024
"550",TRANSFERÊNCIA DO SALÁRIO-EDUCAÇÃO,2024
"552",TRANSFERÊNCIAS DE RECURSOS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR (PNAE),2024
"553",TRANSFERÊNCIAS DE RECURSOS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE ESCOLAR (PNATE),2024
"569",OUTRAS TRANSFERÊNCIAS DE RECURSOS DO FNDE,2024
"570",TRANSFERÊNCIAS DO GOVERNO FEDERAL REFERENTES A CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À EDUCAÇÃO,2024
"572",TRANSFERÊNCIAS DE MUNICÍPIOS REFERENTES A CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À EDUCAÇÃO,2024
"574",OPERAÇÕES DE CRÉDITO VINCULADAS À EDUCAÇÃO,2024
"575",OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À EDUCAÇÃO,2024
"599",OUTROS RECURSOS VINCULADOS À EDUCAÇÃO,2024
"600",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,2024
"601",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE,2024
"602",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE RECURSOS DESTINADOS AO ENFRENTAMENTO DA COVID-19 NO BOJO DA AÇÃO 21C0.,2024
"603",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE RECURSOS DESTINADOS AO ENFRENTAMENTO DA COVID-19 NO BOJO DA AÇÃO 21C0.,2024
"604",TRANSFERÊNCIAS PROVENIENTES DO GOVERNO FEDERAL DESTINADAS AO VENCIMENTO DOS AGENTES COMUNITÁRIOS DE SAÚDE E DOS AGENTES DE COMBATE ÀS ENDEMIAS,2024
"605",ASSISTÊNCIA FINANCEIRA DA UNIÃO DESTINADA À COMPLEMENTAÇÃO AO PAGAMENTO DOS PISOS SALARIAIS PARA PROFISSIONAIS DA ENFERMAGEM.,2024
"622",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DOS GOVERNOS MUNICIPAIS,2024
"631",TRANSFERÊNCIAS DO GOVERNO FEDERAL REFERENTES A CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À SAÚDE,2024
"633",TRANSFERÊNCIAS DE MUNICÍPIOS REFERENTES A CONVÊNIOS INSTRUMENTOS CONGÊNERES VINCULADOS À SAÚDE,2024
"634",OPERAÇÕES DE CRÉDITO VINCULADAS À SAÚDE,2024
"636",OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À SAÚDE,2024
"659",OUTROS RECURSOS VINCULADOS À SAÚDE,2024
"660",TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS,2024
"665",TRANSFERÊNCIAS DE CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À ASSISTÊNCIA SOCIAL,2024
"669",OUTROS RECURSOS VINCULADOS À ASSISTÊNCIA SOCIAL,2024
"700",OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS OU INSTRUMENTOS CONGÊNERES DA UNIÃO,2024
"702",OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS OU INSTRUMENTOS CONGÊNERES DOS MUNICÍPIOS,2024
"703",OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS OU INSTRUMENTOS CONGÊNERES DE OUTRAS ENTIDADES,2024
"704",TRANSFERÊNCIAS DA UNIÃO REFERENTES A COMPENSAÇÕES FINANCEIRAS PELA EXPLORAÇÃO DE RECURSOS NATURAIS,2024
"706",TRANSFERÊNCIA ESPECIAL DA UNIÃO,2024
"708",TRANSFERÊNCIA DA UNIÃO REFERENTE À COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS,2024
"711",DEMAIS TRANSFERÊNCIAS OBRIGATÓRIAS NÃO DECORRENTES DE REPARTIÇÕES DE RECEITAS.,2024
"712",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO FUNDO PENITENCIÁRIO - FUNPEN,2024
"713",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO FUNDO DE SEGURANÇA PÚBLICA - FSP,2024
"714",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO FUNDO DE AMPARO AO TRABALHADOR - FAT,2024
"759",RECURSOS VINCULADOS A FUNDOS,2024
"715",Transferências Destinadas ao Setor Cultural - LC nº 195/2022 - Art. 5º - Audiovisual,2024
"716",Transferências Destinadas ao Setor Cultural - LC nº 195/2022 - Art. 8º - Demais Setores da Cultura,2024
"717","Assistência Financeira Transporte Coletivo - Art. 5º, Inciso IV, EC nº 123/2022",2024
"718","AUXÍLIO FINANCEIRO - OUTORGA CRÉDITO TRIBUTÁRIO ICMS ART. 5º, INCISO V, EC Nº 123/2022",2024
"719",Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei nº 14.399/2022,2024
"749",OUTRAS VINCULAÇÕES DE TRANSFERÊNCIAS,2024
"750",RECURSOS DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO - CIDE,2024
"752",RECURSOS VINCULADOS AO TRÂNSITO,2024
"753","RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS",2024
"754",RECURSOS DE OPERAÇÕES DE CRÉDITO,2024
"755",RECURSOS DE ALIENAÇÃO DE BENS/ATIVOS - ADMINISTRAÇÃO DIRETA,2024
"756",RECURSOS DE ALIENAÇÃO DE BENS/ATIVOS - ADMINISTRAÇÃO INDIRETA,2024
"761",RECURSOS VINCULADOS AO FUNDO DE COMBATE E ERRADICAÇÃO DA POBREZA,2024
"799",OUTRAS VINCULAÇÕES LEGAIS,2024
"800",RECURSOS VINCULADOS AO RPPS - FUNDO EM CAPITALIZAÇÃO (PLANO PREVIDENCIÁRIO),2024
"801",RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTIÇÃO (PLANO FINANCEIRO),2024
"802",RECURSOS VINCULADOS AO RPPS - TAXA DE ADMINISTRAÇÃO,2024
"803",RECURSOS VINCULADOS AO SISTEMA DE PROTEÇÃO SOCIAL DOS MILITARES (SPSM),2024
"860",RECURSOS EXTRAORÇAMENTÁRIOS VINCULADOS A PRECATÓRIOS,2024
"861",RECURSOS EXTRAORÇAMENTÁRIOS VINCULADOS A DEPÓSITOS JUDICIAIS,2024
"862",RECURSOS DE DEPÓSITOS DE TERCEIROS,2024
"869",OUTROS RECURSOS EXTRAORÇAMENTÁRIOS,2024
"898",RECURSOS A CLASSIFICAR,2024
"001",CONTRAPARTIDA A DEFINIR,2023
"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,2023
"501",OUTROS RECURSOS NÃO VINCULADOS,2023
"502",RECURSOS NÃO VINCULADOS DA COMPENSAÇÃO DE IMPOSTOS,2023
"540",TRANSFERÊNCIAS DO FUNDEB - IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS,2023
"541",TRANSFERÊNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - VAAF,2023
"542",TRANSFERÊNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - VAAT,2023
"543",TRANSFERÊNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - VAAR,2023
"544",RECURSOS DE PRECATÓRIOS DO FUNDEF,2023
"550",TRANSFERÊNCIA DO SALÁRIO-EDUCAÇÃO,2023
"552",TRANSFERÊNCIAS DE RECURSOS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR (PNAE),2023
"553",TRANSFERÊNCIAS DE RECURSOS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE ESCOLAR (PNATE),2023
"569",OUTRAS TRANSFERÊNCIAS DE RECURSOS DO FNDE,2023
"570",TRANSFERÊNCIAS DO GOVERNO FEDERAL REFERENTES A CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À EDUCAÇÃO,2023
"572",TRANSFERÊNCIAS DE MUNICÍPIOS REFERENTES A CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À EDUCAÇÃO,2023
"574",OPERAÇÕES DE CRÉDITO VINCULADAS À EDUCAÇÃO,2023
"575",OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À EDUCAÇÃO,2023
"599",OUTROS RECURSOS VINCULADOS À EDUCAÇÃO,2023
"600",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,2023
"601",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE,2023
"602",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE RECURSOS DESTINADOS AO ENFRENTAMENTO DA COVID-19 NO BOJO DA AÇÃO 21C0.,2023
"603",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE RECURSOS DESTINADOS AO ENFRENTAMENTO DA COVID-19 NO BOJO DA AÇÃO 21C0.,2023
"604",TRANSFERÊNCIAS PROVENIENTES DO GOVERNO FEDERAL DESTINADAS AO VENCIMENTO DOS AGENTES COMUNITÁRIOS DE SAÚDE E DOS AGENTES DE COMBATE ÀS ENDEMIAS,2023
"605",Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem.,2023
"622",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DOS GOVERNOS MUNICIPAIS,2023
"631",TRANSFERÊNCIAS DO GOVERNO FEDERAL REFERENTES A CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À SAÚDE,2023
"633",TRANSFERÊNCIAS DE MUNICÍPIOS REFERENTES A CONVÊNIOS INSTRUMENTOS CONGÊNERES VINCULADOS À SAÚDE,2023
"634",OPERAÇÕES DE CRÉDITO VINCULADAS À SAÚDE,2023
"636",OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À SAÚDE,2023
"659",OUTROS RECURSOS VINCULADOS À SAÚDE,2023
"660",TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS,2023
"665",TRANSFERÊNCIAS DE CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À ASSISTÊNCIA SOCIAL,2023
"669",OUTROS RECURSOS VINCULADOS À ASSISTÊNCIA SOCIAL,2023
"700",OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS OU INSTRUMENTOS CONGÊNERES DA UNIÃO,2023
"702",OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS OU INSTRUMENTOS CONGÊNERES DOS MUNICÍPIOS,2023
"703",OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS OU INSTRUMENTOS CONGÊNERES DE OUTRAS ENTIDADES,2023
"704",TRANSFERÊNCIAS DA UNIÃO REFERENTES A COMPENSAÇÕES FINANCEIRAS PELA EXPLORAÇÃO DE RECURSOS NATURAIS,2023
"706",TRANSFERÊNCIA ESPECIAL DA UNIÃO,2023
"708",TRANSFERÊNCIA DA UNIÃO REFERENTE À COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS,2023
"711",DEMAIS TRANSFERÊNCIAS OBRIGATÓRIAS NÃO DECORRENTES DE REPARTIÇÕES DE RECEITAS.,2023
"712",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO FUNDO PENITENCIÁRIO - FUNPEN,2023
"713",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO FUNDO DE SEGURANÇA PÚBLICA - FSP,2023
"714",TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO FUNDO DE AMPARO AO TRABALHADOR - FAT,2023
"715",Transferências Destinadas ao Setor Cultural - LC nº 195/2022 - Art. 5º - Audiovisual,2023
"716",Transferências Destinadas ao Setor Cultural - LC nº 195/2022 - Art. 8º - Demais Setores da Cultura,2023
"717","Assistência Financeira Transporte Coletivo - Art. 5º, Inciso IV, EC nº 123/2022",2023
"718","AUXÍLIO FINANCEIRO - OUTORGA CRÉDITO TRIBUTÁRIO ICMS ART. 5º, INCISO V, EC Nº 123/2022",2023
"719",Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei nº 14.399/2022,2023
"749",OUTRAS VINCULAÇÕES DE TRANSFERÊNCIAS,2023
"750",RECURSOS DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO - CIDE,2023
"752",RECURSOS VINCULADOS AO TRÂNSITO,2023
"753","RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS",2023
"754",RECURSOS DE OPERAÇÕES DE CRÉDITO,2023
"755",RECURSOS DE ALIENAÇÃO DE BENS/ATIVOS - ADMINISTRAÇÃO DIRETA,2023
"756",RECURSOS DE ALIENAÇÃO DE BENS/ATIVOS - ADMINISTRAÇÃO INDIRETA,2023
"759",RECURSOS VINCULADOS A FUNDOS,2023
"761",RECURSOS VINCULADOS AO FUNDO DE COMBATE E ERRADICAÇÃO DA POBREZA,2023
"799",OUTRAS VINCULAÇÕES LEGAIS,2023
"800",RECURSOS VINCULADOS AO RPPS - FUNDO EM CAPITALIZAÇÃO (PLANO PREVIDENCIÁRIO),2023
"801",RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTIÇÃO (PLANO FINANCEIRO),2023
"802",RECURSOS VINCULADOS AO RPPS - TAXA DE ADMINISTRAÇÃO,2023
"803",RECURSOS VINCULADOS AO SISTEMA DE PROTEÇÃO SOCIAL DOS MILITARES (SPSM),2023
"860",RECURSOS EXTRAORÇAMENTÁRIOS VINCULADOS A PRECATÓRIOS,2023
"898",RECURSOS A CLASSIFICAR,2023
