"codigo","titulo","ano"
"113",HABITAÇÃO DE INTERESSE SOCIAL NA ÁREA RURAL,2022
"121",IMPLEMENTAÇÃO DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL,2022
"122",PROTEÇÃO SOCIAL ESPECIAL,2022
"123",PROTEÇÃO SOCIAL BÁSICA,2022
"131",PROTEÇÃO E DEFESA DOS DIREITOS DA MULHER,2022
"132",PROMOÇÃO DA INCLUSÃO SOCIAL NO ÂMBITO DA POLÍTICA SOBRE DROGAS,2022
"133",PROTEÇÃO À VIDA E ACESSO À JUSTIÇA SOCIAL E CIDADANIA,2022
"134",INSTITUCIONALIZAÇÃO E DESENVOLVIMENTO DE POLÍTICAS PÚBLICAS PARA A JUVENTUDE,2022
"135",PROMOÇÃO E DEFESA DOS DIREITOS HUMANOS,2022
"136",PROTEÇÃO E PROMOÇÃO DOS DIREITOS DE ADOLESCENTES EM ATENDIMENTO SOCIOEDUCATIVO,2022
"141",GESTÃO E PROMOÇÃO DA SEGURANÇA ALIMENTAR E NUTRICIONAL,2022
"211",GESTÃO ADMINISTRATIVA DO CEARÁ,2022
"212",ENCARGOS GERAIS DO ESTADO,2022
"213",PREVIDÊNCIA ESTADUAL,2022
"221",SAÚDE E PREVIDÊNCIA SOCIAL DO SERVIDOR PÚBLICO ESTADUAL,2022
"222",GESTÃO E DESENVOLVIMENTO ESTRATÉGICO DE PESSOAS,2022
"231",MELHORIA DA RELAÇÃO FISCO-CONTRIBUINTE-SOCIEDADE,2022
"232",MODERNIZAÇÃO DA GESTÃO FISCAL,2022
"241",GOVERNANÇA INTERFEDERATIVA DAS REGIÕES,2022
"242",SISTEMA DE PLANEJAMENTO ORIENTADO PARA RESULTADOS,2022
"243",MODERNIZAÇÃO DA GESTÃO CORPORATIVA,2022
"244",GOVERNO DIGITAL DO CEARÁ,2022
"245",GOVERNANÇA DO PACTO POR UM CEARÁ PACÍFICO,2022
"251",CONTROLE INTERNO GOVERNAMENTAL,2022
"252",REGULAÇÃO DOS SERVIÇOS PÚBLICOS DELEGADOS,2022
"253",FOMENTO À ÉTICA E À INTEGRIDADE,2022
"019",MOBILIDADE URBANA,2022
"254","TRANSPARÊNCIA, PARTICIPAÇÃO E CONTROLE SOCIAL",2022
"255",CONTROLE EXTERNO DA ADMINISTRAÇÃO PÚBLICA ESTADUAL E MUNICIPAL,2022
"256",COMUNICAÇÃO INSTITUCIONAL,2022
"257",DEFESA DOS INTERESSES DO ESTADO,2022
"258",DESENVOLVIMENTO DO PROCESSO LEGISLATIVO,2022
"259",PROMOÇÃO DA INTERAÇÃO LEGISLATIVO E SOCIEDADE,2022
"311",DESENVOLVIMENTO TERRITORIAL RURAL SUSTENTÁVEL DA AGROPECUÁRIA FAMILIAR,2022
"312","ABASTECIMENTO, COMERCIALIZAÇÃO E DEFESA NO SETOR AGROPECUÁRIO",2022
"321",FORTALECIMENTO DO SETOR DE COMÉRCIO E SERVIÇOS,2022
"331",ATRAÇÃO E DESENVOLVIMENTO INDUSTRIAL,2022
"341",PROMOÇÃO DA REQUALIFICAÇÃO URBANA,2022
"342",INFRAESTRUTURA E LOGÍSTICA,2022
"343","MOBILIDADE, TRÂNSITO E TRANSPORTE",2022
"344",DESENVOLVIMENTO DO COMPLEXO INDUSTRIAL E PORTUÁRIO DO PECÉM,2022
"351",DESENVOLVIMENTO SUSTENTÁVEL E INTEGRADO DA PESCA E AQUICULTURA,2022
"352",DESENVOLVIMENTO INTEGRADO E SUSTENTÁVEL DA PESCA ARTESANAL E AQUICULTURA FAMILIAR,2022
"361",DESENVOLVIMENTO SUSTENTÁVEL E INCLUSIVO DO ARTESANATO,2022
"362",EMPREENDEDORISMO E ARRANJOS PRODUTIVOS LOCAIS,2022
"363",CONEXÃO TRABALHO E RENDA CEARÁ,2022
"364",INOVAÇÃO PARA MELHORIA DE OPORTUNIDADES,2022
"371",DESENVOLVIMENTO SUSTENTÁVEL E CONSOLIDADO DO DESTINO TURISTICO CEARÁ,2022
"411",CEARÁ CIENTÍFICO E TECNOLÓGICO,2022
"412",INOVA CEARÁ,2022
"413",TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO ESTRATÉGICA DO CEARÁ,2022
"421",PROMOÇÃO E DESENVOLVIMENTO DA ARTE E CULTURA CEARENSE,2022
"422",PROMOÇÃO E DESENVOLVIMENTO DA POLÍTICA DE CONHECIMENTO E FORMAÇÃO EM ARTE E CULTURA,2022
"423",PROMOÇÃO DO PATRIMÔNIO CULTURAL CEARENSE,2022
"424",TELEDIFUSÃO CULTURAL INFORMATIVA E EDUCATIVA,2022
"431",INCLUSÃO E EQUIDADE NA EDUCAÇÃO,2022
"432",DESENVOLVIMENTO INTEGRAL DA EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL COM GARANTIA DE IGUALDADE DE OPORTUNIDADES,2022
"433",DESENVOLVIMENTO DO ENSINO MÉDIO,2022
"434",EDUCAÇÃO EM TEMPO INTEGRAL E COMPLEMENTAR NO ENSINO MÉDIO,2022
"435",NORMATIZAÇÃO E CONTROLE DAS POLÍTICAS PÚBLICAS DE EDUCAÇÃO,2022
"441",EDUCAÇÃO PROFISSIONAL ARTICULADA AO ENSINO MÉDIO,2022
"442",QUALIFICA CEARA: EDUCAÇÃO PROFISSIONAL PARA O MUNDO DO TRABALHO,2022
"451",DESENVOLVIMENTO INTEGRAL DA EDUCAÇÃO SUPERIOR,2022
"511",PROMOÇÃO DO ACESSO GRATUITO À JUSTIÇA,2022
"512",EXCELÊNCIA NO DESEMPENHO DA PRESTAÇÃO JURISDICIONAL,2022
"513",INTEGRAÇÃO DO SISTEMA DE JUSTIÇA CRIMINAL (INTEGRA),2022
"514",GESTÃO E MODERNIZAÇÃO DO SISTEMA PENITENCIÁRIO,2022
"515",TUTELA DOS INTERESSES SOCIAIS E INDIVIDUAIS INDISPONÍVEIS,2022
"521",SEGURANÇA PÚBLICA INTEGRADA COM A SOCIEDADE,2022
"522",CONTROLE DISCIPLINAR DOS SISTEMAS DE SEGURANÇA PÚBLICA E PENITENCIÁRIO,2022
"523",FORTALECIMENTO DO SISTEMA DE SEGURANÇA PÚBLICA,2022
"524",GESTÃO INTEGRADA DE RISCOS E DESASTRES,2022
"611",ESPORTE E LAZER PARA A POPULAÇÃO,2022
"612",CEARÁ NO ESPORTE DE RENDIMENTO,2022
"621","ABASTECIMENTO DE ÁGUA, ESGOTAMENTO SANITÁRIO E DRENAGEM URBANA",2022
"622",ABASTECIMENTO DE ÁGUA E ESGOTAMENTO SANITÁRIO NO MEIO RURAL,2022
"631",ATENÇÃO À SAÚDE PERTO DO CIDADÃO,2022
"632",PREVENÇÃO DE DOENÇAS E PROMOÇÃO DA SAÚDE DO CIDADÃO,2022
"633",GESTÃO E GOVERNANÇA DO SISTEMA DE SAÚDE COM TRANSPARÊNCIA E INTEGRIDADE,2022
"634","GESTÃO DA REDE DE CONHECIMENTO, EDUCAÇÃO, TECNOLOGIA E INOVAÇÃO EM SAÚDE",2022
"711",MATRIZ ENERGÉTICA DO ESTADO DO CEARÁ,2022
"721",CEARÁ CONSCIENTE POR NATUREZA,2022
"722",REVITALIZAÇÃO DE ÁREAS URBANAS DEGRADADAS,2022
"723",CEARÁ DA PROTEÇÃO E BEM ESTAR ANIMAL,2022
"724",CEARÁ MAIS VERDE: CONSERVAR E PROTEGER OS RECURSOS NATURAIS E BIODIVERSIDADE DO CEARÁ,2022
"725",CEARÁ NO CLIMA: MITIGANDO E SE ADAPTANDO ÀS MUDANÇAS CLIMÁTICAS,2022
"726",RESÍDUOS SÓLIDOS,2022
"731",PLANEJAMENTO E GESTÃO PARTICIPATIVA DOS RECURSOS HÍDRICOS,2022
"732",OFERTA HÍDRICA PARA MÚLTIPLOS USOS,2022
"999",RESERVA DE CONTINGÊNCIA,2022
"057",ATENÇÃO À SAÚDE INTEGRAL E DE QUALIDADE,2022
"076","GESTÃO DO TRABALHO, DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA NA SAÚDE",2022
"056",VIGILÂNCIA EM SAÚDE,2022
"045",PRESERVAÇÃO E PROMOÇÃO DA MEMÓRIA E DO PATRIMÔNIO CULTURAL CEARENSE,2022
"044",PROMOÇÃO DO ACESSO E FOMENTO À PRODUÇÃO E DIFUSÃO DA CULTURA CEARENSE,2022
"016",OFERTA HÍDRICA PARA MÚLTIPLOS USOS,2022
"051",DESENVOLVIMENTO DA AÇÃO PARLAMENTAR,2022
"500",GESTÃO E MANUTENÇÃO DA AL,2022
"010",INFRAESTRUTURA E LOGÍSTICA,2022
"014",CONTROLE EXTERNO DA ADMINISTRAÇÃO PÚBLICA ESTADUAL,2023
"036",EXCELÊNCIA NO DESEMPENHO DA PRESTAÇÃO JURISDICIONAL,2023
"074",PROMOÇÃO E UNIVERSALIZAÇÃO DO ACESSO À JUSTIÇA,2023
"040",MELHORIA DE ESPAÇOS E EQUIPAMENTOS PÚBLICOS,2023
"037",GESTÃO E DISCIPLINAMENTO DO TRÂNSITO,2023
"003",SEGURANÇA PÚBLICA INTEGRADA,2023
"007",SEGURANÇA PÚBLICA CIDADÃ,2023
"001",GESTÃO DE RISCOS E DESASTRES,2023
"012",TUTELA DOS INTERESSES SOCIAIS E INDIVIDUAIS INDISPONÍVEIS,2023
"004",INFRAESTRUTURA E GESTÃO DO SISTEMA PENITENCIÁRIO,2023
"059",ENCARGOS GERAIS DO ESTADO,2023
"028",DESENVOLVIMENTO E CONSOLIDAÇÃO DO DESTINO TURISTICO CEARÁ,2023
"050",ESPORTE E LAZER PARA A POPULAÇÃO,2023
"022",HABITAÇÃO DE INTERESSE SOCIAL,2023
"070",GESTÃO E DESENVOLVIMENTO ESTRATÉGICO DE PESSOAS,2023
"063",TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO ESTRATÉGICA DO CEARÁ,2023
"065",FORTALECIMENTO DO SISTEMA ESTADUAL DE PLANEJAMENTO,2023
"083",DESENVOLVIMENTO DO ARTESANATO,2023
"080",PROTEÇÃO SOCIAL BÁSICA,2023
"078",INCLUSÃO E DESENVOLVIMENTO DO TRABALHADOR,2023
"075",PROTEÇÃO E PROMOÇÃO DOS DIREITOS DE ADOLESCENTES EM ATENDIMENTO SOCIOEDUCATIVO,2023
"072",PROTEÇÃO SOCIAL ESPECIAL,2023
"067",CEARÁ NO CLIMA,2023
"066",CEARÁ MAIS VERDE,2023
"024",CONTROLE DISCIPLINAR DOS SISTEMAS DE SEGURANÇA PÚBLICA E PENITENCIÁRIO,2023
"015",GOVERNANÇA DO PACTO POR UM CEARÁ PACÍFICO,2023
"068",CEARA CONSCIENTE POR NATUREZA,2023
"081",COMUNICAÇÃO INSTITUCIONAL E APOIO ÀS POLÍTICAS PÚBLICAS,2023
"060",MODERNIZAÇÃO DA GESTÃO FISCAL,2023
"053",GESTÃO FISCAL E FINANCEIRA,2023
"033",PROMOÇÃO DA SEGURANÇA ALIMENTAR E NUTRICIONAL,2023
"031",INCLUSÃO ECONÔMICA E ENFRENTAMENTO À POBREZA RURAL,2023
"032",ABASTECIMENTO DE ÁGUA E ESGOTAMENTO SANITÁRIO NO MEIO RURAL,2023
"029",DESENVOLVIMENTO DA AGROPECUÁRIA FAMILIAR,2023
"052",DEFESA AGROPECUÁRIA ATUANTE NO ESTADO DO CEARÁ,2023
"058","DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL NOS NÍVEIS: FORMAÇÃO INICIAL E CONTINUADA, TÉCNICO E TECNOLÓGICO",2023
"008",ACESSO E APRENDIZAGEM DAS CRIANÇAS E JOVENS NA IDADE ADEQUADA,2023
"020",ENSINO INTEGRADO À EDUCAÇÃO PROFISSIONAL,2023
"023",GESTÃO E DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA,2023
"006",INCLUSÃO E EQUIDADE NA EDUCAÇÃO,2023
"071",GESTÃO E DESENVOLVIMENTO DA EDUCAÇÃO SUPERIOR,2023
"061","DESENVOLVIMENTO DA PRODUÇÃO CIENTÍFICA, DA DIFUSÃO TECNOLÓGICA, E DA CULTURA DE INOVAÇÃO",2023
"064",RESÍDUOS SÓLIDOS,2023
"030",DESENVOLVIMENTO TERRITORIAL RURAL SUSTENTÁVEL E SOLIDÁRIO,2023
"111",HABITAÇÃO E REGULARIZAÇÃO FUNDIÁRIA URBANA,2023
"077",TELEDIFUSÃO CULTURAL E INFORMATIVA,2023
"073",IMPLEMENTAÇÃO DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL,2023
"112",HABITAÇÃO E REGULARIZAÇÃO FUNDIÁRIA RURAL,2023
"113",HABITAÇÃO DE INTERESSE SOCIAL NA ÁREA RURAL,2023
"121",IMPLEMENTAÇÃO DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL,2023
"122",PROTEÇÃO SOCIAL ESPECIAL,2023
"123",PROTEÇÃO SOCIAL BÁSICA,2023
"131",PROTEÇÃO E DEFESA DOS DIREITOS DA MULHER,2023
"132",PROMOÇÃO DA INCLUSÃO SOCIAL NO ÂMBITO DA POLÍTICA SOBRE DROGAS,2023
"133",PROTEÇÃO À VIDA E ACESSO À JUSTIÇA SOCIAL E CIDADANIA,2023
"134",INSTITUCIONALIZAÇÃO E DESENVOLVIMENTO DE POLÍTICAS PÚBLICAS PARA A JUVENTUDE,2023
"135",PROMOÇÃO E DEFESA DOS DIREITOS HUMANOS,2023
"136",PROTEÇÃO E PROMOÇÃO DOS DIREITOS DE ADOLESCENTES EM ATENDIMENTO SOCIOEDUCATIVO,2023
"141",GESTÃO E PROMOÇÃO DA SEGURANÇA ALIMENTAR E NUTRICIONAL,2023
"211",GESTÃO ADMINISTRATIVA DO CEARÁ,2023
"212",ENCARGOS GERAIS DO ESTADO,2023
"213",PREVIDÊNCIA ESTADUAL,2023
"221",SAÚDE E PREVIDÊNCIA SOCIAL DO SERVIDOR PÚBLICO ESTADUAL,2023
"222",GESTÃO E DESENVOLVIMENTO ESTRATÉGICO DE PESSOAS,2023
"231",MELHORIA DA RELAÇÃO FISCO-CONTRIBUINTE-SOCIEDADE,2023
"232",MODERNIZAÇÃO DA GESTÃO FISCAL,2023
"241",GOVERNANÇA INTERFEDERATIVA DAS REGIÕES,2023
"242",SISTEMA DE PLANEJAMENTO ORIENTADO PARA RESULTADOS,2023
"243",MODERNIZAÇÃO DA GESTÃO CORPORATIVA,2023
"244",GOVERNO DIGITAL DO CEARÁ,2023
"245",GOVERNANÇA DO PACTO POR UM CEARÁ PACÍFICO,2023
"251",CONTROLE INTERNO GOVERNAMENTAL,2023
"252",REGULAÇÃO DOS SERVIÇOS PÚBLICOS DELEGADOS,2023
"253",FOMENTO À ÉTICA E À INTEGRIDADE,2023
"254","TRANSPARÊNCIA, PARTICIPAÇÃO E CONTROLE SOCIAL",2023
"255",CONTROLE EXTERNO DA ADMINISTRAÇÃO PÚBLICA ESTADUAL E MUNICIPAL,2023
"256",COMUNICAÇÃO INSTITUCIONAL,2023
"257",DEFESA DOS INTERESSES DO ESTADO,2023
"258",DESENVOLVIMENTO DO PROCESSO LEGISLATIVO,2023
"259",PROMOÇÃO DA INTERAÇÃO LEGISLATIVO E SOCIEDADE,2023
"311",DESENVOLVIMENTO TERRITORIAL RURAL SUSTENTÁVEL DA AGROPECUÁRIA FAMILIAR,2023
"312","ABASTECIMENTO, COMERCIALIZAÇÃO E DEFESA NO SETOR AGROPECUÁRIO",2023
"313",DESENVOLVIMENTO SUSTENTÁVEL DO AGRONEGÓCIO,2023
"321",FORTALECIMENTO DO SETOR DE COMÉRCIO E SERVIÇOS,2023
"331",ATRAÇÃO E DESENVOLVIMENTO INDUSTRIAL,2023
"341",PROMOÇÃO DA REQUALIFICAÇÃO URBANA,2023
"342",INFRAESTRUTURA E LOGÍSTICA,2023
"343","MOBILIDADE, TRÂNSITO E TRANSPORTE",2023
"344",DESENVOLVIMENTO DO COMPLEXO INDUSTRIAL E PORTUÁRIO DO PECÉM,2023
"351",DESENVOLVIMENTO SUSTENTÁVEL E INTEGRADO DA PESCA E AQUICULTURA,2023
"352",DESENVOLVIMENTO INTEGRADO E SUSTENTÁVEL DA PESCA ARTESANAL E AQUICULTURA FAMILIAR,2023
"361",DESENVOLVIMENTO SUSTENTÁVEL E INCLUSIVO DO ARTESANATO,2023
"362",EMPREENDEDORISMO E ARRANJOS PRODUTIVOS LOCAIS,2023
"363",CONEXÃO TRABALHO E RENDA CEARÁ,2023
"364",INOVAÇÃO PARA MELHORIA DE OPORTUNIDADES,2023
"371",DESENVOLVIMENTO SUSTENTÁVEL E CONSOLIDADO DO DESTINO TURISTICO CEARÁ,2023
"411",CEARÁ CIENTÍFICO E TECNOLÓGICO,2023
"412",INOVA CEARÁ,2023
"413",TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO ESTRATÉGICA DO CEARÁ,2023
"421",PROMOÇÃO E DESENVOLVIMENTO DA ARTE E CULTURA CEARENSE,2023
"422",PROMOÇÃO E DESENVOLVIMENTO DA POLÍTICA DE CONHECIMENTO E FORMAÇÃO EM ARTE E CULTURA,2023
"423",PROMOÇÃO DO PATRIMÔNIO CULTURAL CEARENSE,2023
"424",TELEDIFUSÃO CULTURAL INFORMATIVA E EDUCATIVA,2023
"431",INCLUSÃO E EQUIDADE NA EDUCAÇÃO,2023
"432",DESENVOLVIMENTO INTEGRAL DA EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL COM GARANTIA DE IGUALDADE DE OPORTUNIDADES,2023
"433",DESENVOLVIMENTO DO ENSINO MÉDIO,2023
"434",EDUCAÇÃO EM TEMPO INTEGRAL E COMPLEMENTAR NO ENSINO MÉDIO,2023
"435",NORMATIZAÇÃO E CONTROLE DAS POLÍTICAS PÚBLICAS DE EDUCAÇÃO,2023
"441",EDUCAÇÃO PROFISSIONAL ARTICULADA AO ENSINO MÉDIO,2023
"442",QUALIFICA CEARA: EDUCAÇÃO PROFISSIONAL PARA O MUNDO DO TRABALHO,2023
"451",DESENVOLVIMENTO INTEGRAL DA EDUCAÇÃO SUPERIOR,2023
"511",PROMOÇÃO DO ACESSO GRATUITO À JUSTIÇA,2023
"512",EXCELÊNCIA NO DESEMPENHO DA PRESTAÇÃO JURISDICIONAL,2023
"513",INTEGRAÇÃO DO SISTEMA DE JUSTIÇA CRIMINAL (INTEGRA),2023
"514",GESTÃO E MODERNIZAÇÃO DO SISTEMA PENITENCIÁRIO,2023
"515",TUTELA DOS INTERESSES SOCIAIS E INDIVIDUAIS INDISPONÍVEIS,2023
"521",SEGURANÇA PÚBLICA INTEGRADA COM A SOCIEDADE,2023
"522",CONTROLE DISCIPLINAR DOS SISTEMAS DE SEGURANÇA PÚBLICA E PENITENCIÁRIO,2023
"523",FORTALECIMENTO DO SISTEMA DE SEGURANÇA PÚBLICA,2023
"524",GESTÃO INTEGRADA DE RISCOS E DESASTRES,2023
"611",ESPORTE E LAZER PARA A POPULAÇÃO,2023
"612",CEARÁ NO ESPORTE DE RENDIMENTO,2023
"621","ABASTECIMENTO DE ÁGUA, ESGOTAMENTO SANITÁRIO E DRENAGEM URBANA",2023
"622",ABASTECIMENTO DE ÁGUA E ESGOTAMENTO SANITÁRIO NO MEIO RURAL,2023
"631",ATENÇÃO À SAÚDE PERTO DO CIDADÃO,2023
"632",PREVENÇÃO DE DOENÇAS E PROMOÇÃO DA SAÚDE DO CIDADÃO,2023
"633",GESTÃO E GOVERNANÇA DO SISTEMA DE SAÚDE COM TRANSPARÊNCIA E INTEGRIDADE,2023
"634","GESTÃO DA REDE DE CONHECIMENTO, EDUCAÇÃO, TECNOLOGIA E INOVAÇÃO EM SAÚDE",2023
"711",MATRIZ ENERGÉTICA DO ESTADO DO CEARÁ,2023
"721",CEARÁ CONSCIENTE POR NATUREZA,2023
"722",REVITALIZAÇÃO DE ÁREAS URBANAS DEGRADADAS,2023
"723",CEARÁ DA PROTEÇÃO E BEM ESTAR ANIMAL,2023
"724",CEARÁ MAIS VERDE: CONSERVAR E PROTEGER OS RECURSOS NATURAIS E BIODIVERSIDADE DO CEARÁ,2023
"725",CEARÁ NO CLIMA: MITIGANDO E SE ADAPTANDO ÀS MUDANÇAS CLIMÁTICAS,2023
"726",RESÍDUOS SÓLIDOS,2023
"731",PLANEJAMENTO E GESTÃO PARTICIPATIVA DOS RECURSOS HÍDRICOS,2023
"732",OFERTA HÍDRICA PARA MÚLTIPLOS USOS,2023
"999",RESERVA DE CONTINGÊNCIA,2023
"057",ATENÇÃO À SAÚDE INTEGRAL E DE QUALIDADE,2023
"076","GESTÃO DO TRABALHO, DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA NA SAÚDE",2023
"056",VIGILÂNCIA EM SAÚDE,2023
"045",PRESERVAÇÃO E PROMOÇÃO DA MEMÓRIA E DO PATRIMÔNIO CULTURAL CEARENSE,2023
"044",PROMOÇÃO DO ACESSO E FOMENTO À PRODUÇÃO E DIFUSÃO DA CULTURA CEARENSE,2023
"016",OFERTA HÍDRICA PARA MÚLTIPLOS USOS,2023
"051",DESENVOLVIMENTO DA AÇÃO PARLAMENTAR,2023
"500",GESTÃO E MANUTENÇÃO DA AL,2023
"019",MOBILIDADE URBANA,2023
"010",INFRAESTRUTURA E LOGÍSTICA,2023
"112",HABITAÇÃO E REGULARIZAÇÃO FUNDIÁRIA RURAL,2024
"113",HABITAÇÃO DE INTERESSE SOCIAL NA ÁREA RURAL,2024
"121",IMPLEMENTAÇÃO DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL,2024
"122",PROTEÇÃO SOCIAL ESPECIAL,2024
"123",PROTEÇÃO SOCIAL BÁSICA,2024
"135",PROMOÇÃO E DEFESA DOS DIREITOS HUMANOS,2024
"136",PROTEÇÃO E PROMOÇÃO DOS DIREITOS DE ADOLESCENTES EM ATENDIMENTO SOCIOEDUCATIVO,2024
"243",MODERNIZAÇÃO DA GESTÃO CORPORATIVA,2024
"244",GOVERNO DIGITAL DO CEARÁ,2024
"254","TRANSPARÊNCIA, PARTICIPAÇÃO E CONTROLE SOCIAL",2024
"255",CONTROLE EXTERNO DA ADMINISTRAÇÃO PÚBLICA ESTADUAL E MUNICIPAL,2024
"256",COMUNICAÇÃO INSTITUCIONAL,2024
"258",DESENVOLVIMENTO DO PROCESSO LEGISLATIVO,2024
"259",PROMOÇÃO DA INTERAÇÃO LEGISLATIVO E SOCIEDADE,2024
"343","MOBILIDADE, TRÂNSITO E TRANSPORTE",2024
"361",DESENVOLVIMENTO SUSTENTÁVEL E INCLUSIVO DO ARTESANATO,2024
"363",CONEXÃO TRABALHO E RENDA CEARÁ,2024
"364",INOVAÇÃO PARA MELHORIA DE OPORTUNIDADES,2024
"371",DESENVOLVIMENTO SUSTENTÁVEL E CONSOLIDADO DO DESTINO TURISTICO CEARÁ,2024
"413",TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO ESTRATÉGICA DO CEARÁ,2024
"433",DESENVOLVIMENTO DO ENSINO MÉDIO,2024
"441",EDUCAÇÃO PROFISSIONAL ARTICULADA AO ENSINO MÉDIO,2024
"442",QUALIFICA CEARA: EDUCAÇÃO PROFISSIONAL PARA O MUNDO DO TRABALHO,2024
"451",DESENVOLVIMENTO INTEGRAL DA EDUCAÇÃO SUPERIOR,2024
"511",PROMOÇÃO DO ACESSO GRATUITO À JUSTIÇA,2024
"512",EXCELÊNCIA NO DESEMPENHO DA PRESTAÇÃO JURISDICIONAL,2024
"514",GESTÃO E MODERNIZAÇÃO DO SISTEMA PENITENCIÁRIO,2024
"515",TUTELA DOS INTERESSES SOCIAIS E INDIVIDUAIS INDISPONÍVEIS,2024
"521",SEGURANÇA PÚBLICA INTEGRADA COM A SOCIEDADE,2024
"523",FORTALECIMENTO DO SISTEMA DE SEGURANÇA PÚBLICA,2024
