"codigo","titulo","ano","sigla"
"228293",EEMTI PROFESSOR IVAN PEREIRA DE CARVALHO,2024,"23002468"
"228294",EEM OLÍMPIO SAMPAIO DA SILVA,2024,"23016604"
"228295",EEM MURILO BRAGA,2024,"23228717"
"228296",EEM MONSENHOR JOSÉ CARNEIRO DA CUNHA,2024,"23004088"
"228297",EEMTI SAO JOSE,2024,"23005033"
"228298",CEJA GUILHERME GOUVEIA,2024,"23245247"
"228299",EEEP GUILHERME TELES GOUVEIA,2024,"23236655"
"228300",EEM MONSENHOR JOSÉ AUGUSTO DA SILVA,2024,"23236574"
"228301",EEM JAIME LAURINDO DA SILVA,2024,"23234580"
"228302",CEJA JOÃO DA SILVA RAMOS,2024,"23236493"
"228303",EEMTI DEPUTADO MURILO AGUIAR,2024,"23265795"
"228304",EEM AUTON ARAGÃO,2024,"23026596"
"228305",EEM DONA THEREZA ODETTE,2024,"23027584"
"228306",EEMTI DELMIRO GOUVEIA,2024,"23026693"
"228307",EEM DEPUTADO MANOEL RODRIGUES,2024,"23014385"
"228324",EEEP DEPUTADO JOSÉ MARIA MELO,2024,"23564318"
"228325",EEM ANTONIO PEREIRA DE FARIAS,2024,"23237775"
"228326",CEJA PROFESSORA OFELIA PORTELA MOITA,2024,"23227362"
"228327",CEJA DOUTOR GERARDO CAMELO MADEIRA,2024,"23231939"
"228328",EEMTI DR JOÃO ALMIR DE FREITAS BRANDÃO,2024,"23236434"
"228329",EEEP ISAÍAS GONÇALVES DAMASCENO,2024,"23245018"
"228330",EEMTI IRMÃ LINS,2024,"23244780"
"228331",LICEU DE TIANGUÁ JOSÉ NI MOREIRA,2024,"23265876"
"228332",EEEP JOSÉ VICTOR FONTENELLE FILHO,2024,"23244712"
"228333",EEM PROFESSORA ROSA MARTINS CAMELO MELO,2024,"23249900"
"228334",EEM DE ARAPÁ,2024,"23246324"
"228335",EEEP ANTONIO TARCÍSIO ARAGÃO,2024,"23564008"
"228336",EEM FRANCISCO DE ALMEIDA MONTE,2024,"23016876"
"228337",EEM DONA MARIETA CALS,2024,"23018178"
"228338",EEM VILEBALDO AGUIAR,2024,"23015594"
"228339",EEFM ELZA GOERSCH,2024,"23018445"
"228340",EEM MONSENHOR LINHARES,2024,"23019344"
"228341",EEMTI PRISCILA MACIEL DE FRANCA,2024,"23031530"
"228342",EEMTI GOVERNADOR ADAUTO BEZERRA,2024,"23020431"
"228343",EEMTI WILEBALDO AGUIAR,2024,"23021322"
"228362",EEM DOUTOR JOÃO RIBEIRO RAMOS,2024,"23025034"
"228363",CEJA PROFESSORA CECY CIALDINE,2024,"23203390"
"228364",EEMTI AYRES DE SOUSA,2024,"23025905"
"228365",EEMTI WALDIR LEOPERCIO,2024,"23030631"
"228366",EEMTI PREFEITO JOSÉ EUCLIDES FERREIRA GOMES JUNIOR,2024,"23185287"
"228379",EEEP FRANCISCO DAS CHAGAS VASCONCELOS,2024,"23243538"
"228380",EEMTI MARIA MENEZES CRISTINO,2024,"23545496"
"228381",EEEP FRANCISCA NEILYTA CARNEIRO ALBUQUERQUE,2024,"23236060"
"228382",EEEP PROFESSORA MARIA DE JESUS RODRIGUES ALVES,2024,"23246731"
"228383",EEM JÚLIA CATUNDA,2024,"23032731"
"228384",EEM NAZARÉ GUERRA,2024,"23050764"
"228385",EEMTI EDITE ALCANTARA MOTA,2024,"23044756"
"228386",EEM FREI POLICARPO,2024,"23047976"
"228387",EEMTI CAPELAO FREI ORLANDO,2024,"23264640"
"228388",EEMTI TOME GOMES DOS SANTOS,2024,"23051671"
"228390",EEMTI ARACY MAGALHAES MARTINS,2024,"23032103"
"228391",EEEP MONSENHOR LUIS XIMENES FREIRE,2024,"23032863"
"228392",EEMTI ANTONIO SABINO GUERRA,2024,"23050055"
"228393",COLEGIO ESTADUAL PAULO SARASATE,2024,"23047895"
"228394",EEMTI MARIA NEUSA ARAUJO MOURA,2024,"23545534"
"228395",CEJA FREI JOSE ADEMIR DE ALMEIDA,2024,"23238585"
"228396",EEMTI ZELIA DE MATOS BRITO,2024,"23054530"
"228397",EEM FRANKLIN TÁVORA,2024,"23054808"
"228398",EEMTI PROFESSOR MILTON FAÇANHA ABREU,2024,"23055693"
"228399",EEMTI ALMIR PINTO,2024,"23057793"
"228400",EEMTI MENEZES PIMENTEL,2024,"23055995"
"228401",LICEU DE BATURITÉ DOMINGOS SÁVIO,2024,"23053356"
"228402",EEMTI MARIA DO CARMO BEZERRA,2024,"23051850"
"228403",EEMTI DEPUTADO  UBIRATAN DINIZ DE AGUIAR,2024,"23054409"
"228404",EEM DANÍSIO DALTON DA ROCHA CORREIA,2024,"23057190"
"228405",EEF CORONEL ESTEVÃO ALVES DA ROCHA,2024,"23053380"
"228406",CEJA DONANINHA ARRUDA,2024,"23053364"
"228407",EEMTI MARIA AMELIA PERDIGAO SAMPAIO,2024,"23056177"
"228413",EEMTI JOAO ALVES MOREIRA,2024,"23052643"
"228414",EEMTI DR. BRUNILO JACO,2024,"23056606"
"228415",EEMTI VEREADORA EDIMAR MARTINS DA CUNHA,2024,"23246642"
"228416",EEM ANA FACÓ,2024,"23058463"
"228417",EEMTI RONALDO CAMINHA BARBOSA,2024,"23060174"
"228418",EEM PADRE ARIMATÉIA DINIZ,2024,"23059699"
"228419",EEM PADRE CORIOLANO,2024,"23084200"
"228420",EEM RAIMUNDO NOGUEIRA,2024,"23083921"
"228421",EEM JÚLIA ALENQUER FONTENELE,2024,"23060824"
"228422",EEMTI CUSTÓDIO DA SILVA LEMOS,2024,"23060298"
"228423",EEEP JOSÉ MARIA FALCÃO,2024,"23323612"
"228424",EEEP PEDRO DE QUEIROZ LIMA,2024,"23545542"
