"codigo","titulo","ano"
"469500","Aplicação Direta à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar nº 141, de 2012",2023
"469571",PRINCIPAL DA DÍVIDA CONTRATUAL RESGATADO,2023
"469573",CORREÇÃO MONETÁRIA OU CAMBIAL DA DÍVIDA CONTRATUAL RESGATADA,2023
"469577",PRINCIPAL CORRIGIDO DA DÍVIDA CONTRATUAL REFINANCIADO,2023
"469591",SENTENÇAS JUDICIAIS,2023
"469592",DESPESAS DE EXERCÍCIOS ANTERIORES,2023
"469593",INDENIZAÇÕES E RESTITUIÇÕES,2023
"469600","Aplicação Direta à conta de recursos de que trata o art. 25 da Lei Complementar nº 141, de 2012",2023
"469671",PRINCIPAL DA DÍVIDA CONTRATUAL RESGATADO,2023
"469673",CORREÇÃO MONETÁRIA OU CAMBIAL DA DÍVIDA CONTRATUAL RESGATADA,2023
"449092",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"449093",INDENIZAÇÕES E RESTITUIÇÕES,2022
"449095",INDENIZAÇÃO PELA EXECUÇÃO DE TRABALHOS DE CAMPO,2022
"449139",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2022
"449140",Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica,2022
"449147",OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,2022
"449151",OBRAS E INSTALAÇÕES,2022
"449152",EQUIPAMENTOS E MATERIAL PERMANENTE,2022
"449191",SENTENÇAS JUDICIAIS,2022
"449193",INDENIZAÇÕES E RESTITUIÇÕES,2022
"449351",OBRAS E INSTALAÇÕES,2022
"449352",EQUIPAMENTOS E MATERIAL PERMANENTE,2022
"449451",OBRAS E INSTALAÇÕES,2022
"449452",EQUIPAMENTOS E MATERIAL PERMANENTE,2022
"449500","Aplicação Direta à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar nº 141, de 2012",2022
"449551",OBRAS E INSTALAÇÕES,2022
"449552",EQUIPAMENTOS E MATERIAL PERMANENTE,2022
"449561",AQUISIÇÃO DE IMÓVEIS,2022
"449591",SENTENÇAS JUDICIAIS,2022
"449592",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"449593",INDENIZAÇÕES E RESTITUIÇÕES,2022
"449600","Aplicação Direta à conta de recursos de que trata o art. 25 da Lei Complementar nº 141, de 2012",2022
"449652",EQUIPAMENTOS E MATERIAL PERMANENTE,2022
"449661",AQUISIÇÃO DE IMÓVEIS,2022
"449691",SENTENÇAS JUDICIAIS,2022
"449692",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"449693",INDENIZAÇÕES E RESTITUIÇÕES,2022
"453041",CONTRIBUIÇÕES,2022
"453042",AUXÍLIOS,2022
"453261",AQUISIÇÃO DE IMÓVEIS,2022
"453264",AQUISIÇÃO DE TÍTULOS REPRESENTATIVOS DE CAPITAL JÁ INTEGRALIZADO,2022
"333236",OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA,2023
"333239",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2023
"333247",OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,2023
"333292",DESPESAS DE EXERCÍCIOS ANTERIORES,2023
"333293",INDENIZAÇÕES E RESTITUIÇÕES,2023
"334000",Transferências a Municípios,2023
"334041",CONTRIBUIÇÕES,2023
"334081",DISTRIBUIÇÃO CONSTITUCIONAL OU LEGAL DE RECEITAS,2023
"334091",SENTENÇAS JUDICIAIS,2023
"334092",DESPESAS DE EXERCÍCIOS ANTERIORES,2023
"334093",INDENIZAÇÕES E RESTITUIÇÕES,2023
"334131","PREMIAÇÕES CULTURAIS, ARTÍSTICAS, CIENTÍFICAS, DESPORTIVAS E OUTRAS",2023
"334141",CONTRIBUIÇÕES,2023
"334192",DESPESAS DE EXERCÍCIOS ANTERIORES,2023
"334193",INDENIZAÇÕES E RESTITUIÇÕES,2023
"334214",DIÁRIAS - CIVIL,2023
"334218",AUXÍLIO FINANCEIRO A ESTUDANTES,2023
"334230",MATERIAL DE CONSUMO,2023
"334233",PASSAGENS E DESPESAS COM LOCOMOÇÃO,2023
"334235",SERVIÇOS DE CONSULTORIA,2023
"334236",OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA,2023
"334239",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2023
"334247",OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,2023
"334292",DESPESAS DE EXERCÍCIOS ANTERIORES,2023
"334293",INDENIZAÇÕES E RESTITUIÇÕES,2023
"334541",CONTRIBUIÇÕES,2023
"334591",SENTENÇAS JUDICIAIS,2023
"334592",DESPESAS DE EXERCÍCIOS ANTERIORES,2023
"334641",CONTRIBUIÇÕES,2023
"334691",SENTENÇAS JUDICIAIS,2023
"334692",DESPESAS DE EXERCÍCIOS ANTERIORES,2023
"335000",Transferências a Instituições Privadas sem Fins Lucrativos,2023
"335014",DIÁRIAS - CIVIL,2023
"335018",AUXÍLIO FINANCEIRO A ESTUDANTES,2023
"335020",AUXÍLIO FINANCEIRO A PESQUISADORES,2023
"335030",MATERIAL DE CONSUMO,2023
"335033",PASSAGENS E DESPESAS COM LOCOMOÇÃO,2023
"313041",CONTRIBUIÇÕES,2022
"317170",RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO,2022
"317192",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"317300","Transferências a Consórcios Públicos mediante contrato de rateio à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar nº 141, de 2012",2022
"317370",RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO,2022
"317400","Transferências a Consórcios Públicos mediante contrato de rateio à conta de recursos de que trata o art. 25 da Lei Complementar nº 141, de 2012",2022
"317470",RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO,2022
"318004",CONTRATAÇÃO POR TEMPO DETERMINADO,2022
"319000",Aplicações Diretas,2022
"319001","APOSENTADORIAS, RESERVA REMUNERADA E REFORMAS",2022
"319004",CONTRATAÇÃO POR TEMPO DETERMINADO,2022
"319005",OUTROS BENEFÍCIOS PREVIDENCIÁRIOS DO SERVIDOR OU DO MILITAR,2022
"319007",CONTRIBUIÇÃO À ENTIDADES FECHADAS DE PREVIDÊNCIA,2022
"319011",VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL,2022
"319012",VENCIMENTOS E VANTAGENS FIXAS - PESSOAL MILITAR,2022
"319013",OBRIGAÇÕES PATRONAIS,2022
"319016",OUTRAS DESPESAS VARIÁVEIS - PESSOAL CIVIL,2022
"319017",OUTRAS DESPESAS VARIÁVEIS - PESSOAL MILITAR,2022
"319067",DEPÓSITOS COMPULSÓRIOS,2022
"319091",SENTENÇAS JUDICIAIS,2022
"319092",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"319093",INDENIZAÇÕES E RESTITUIÇÕES,2022
"319094",INDENIZAÇÕES E RESTITUIÇÕES TRABALHISTAS,2022
"319096",RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO,2022
"319104",CONTRATAÇÃO POR TEMPO DETERMINADO,2022
"319113",OBRIGAÇÕES PATRONAIS,2022
"319191",SENTENÇAS JUDICIAIS,2022
"319192",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"319194",INDENIZAÇÕES E RESTITUIÇÕES TRABALHISTAS,2022
"319196",RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO,2022
"319500","Aplicação Direta à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar nº 141, de 2012",2022
"319504",CONTRATAÇÃO POR TEMPO DETERMINADO,2022
"319507",CONTRIBUIÇÃO À ENTIDADES FECHADAS DE PREVIDÊNCIA,2022
"319511",VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL,2022
"319513",OBRIGAÇÕES PATRONAIS,2022
"319516",OUTRAS DESPESAS VARIÁVEIS - PESSOAL CIVIL,2022
"319567",DEPÓSITOS COMPULSÓRIOS,2022
"319591",SENTENÇAS JUDICIAIS,2022
"319592",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"319594",INDENIZAÇÕES E RESTITUIÇÕES TRABALHISTAS,2022
"319596",RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO,2022
"319600","Aplicação Direta à conta de recursos de que trata o art. 25 da Lei Complementar nº 141, de 2012",2022
"319604",CONTRATAÇÃO POR TEMPO DETERMINADO,2022
"319607",CONTRIBUIÇÃO À ENTIDADES FECHADAS DE PREVIDÊNCIA,2022
"319611",VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL,2022
"319613",OBRIGAÇÕES PATRONAIS,2022
"319616",OUTRAS DESPESAS VARIÁVEIS - PESSOAL CIVIL,2022
"319667",DEPÓSITOS COMPULSÓRIOS,2022
"319691",SENTENÇAS JUDICIAIS,2022
"319692",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"319694",INDENIZAÇÕES E RESTITUIÇÕES TRABALHISTAS,2022
"319696",RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO,2022
"339039",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2023
"339040",Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica,2023
"339041",CONTRIBUIÇÕES,2023
"339045",SUBVENÇÕES ECONÔMICAS,2023
"339046",AUXÍLIO-ALIMENTAÇÃO,2023
"339047",OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,2023
"339048",OUTROS AUXÍLIOS FINANCEIROS A PESSOAS FÍSICAS,2023
"339049",AUXÍLIO-TRANSPORTE,2023
"339053",APOSENTADORIAS DO RGPS - ÁREA RURAL,2023
"339054",APOSENTADORIAS DO RGPS - ÁREA URBANA,2023
"339055",PENSÕES DO RGPS - ÁREA RURAL,2023
"339056",PENSÕES DO RGPS - ÁREA URBANA,2023
"339057",OUTROS BENEFÍCIOS DO RGPS - ÁREA RURAL,2023
"339058",OUTROS BENEFÍCIOS DO RGPS - ÁREA URBANA,2023
"339059",PENSÕES ESPECIAIS,2023
"339062",AQUISIÇÃO DE PRODUTOS PARA REVENDA,2023
"339067",DEPÓSITOS COMPULSÓRIOS,2023
"339081",DISTRIBUIÇÃO CONSTITUCIONAL OU LEGAL DE RECEITAS,2023
"339085",CONTRATO DE GESTÃO,2023
"339091",SENTENÇAS JUDICIAIS,2023
"339092",DESPESAS DE EXERCÍCIOS ANTERIORES,2023
"339093",INDENIZAÇÕES E RESTITUIÇÕES,2023
"327170",RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO,2022
"327300","Transferências a Consórcios Públicos mediante contrato de rateio à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar nº 141, de 2012",2022
"327370",RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO,2022
"327400","Transferências a Consórcios Públicos mediante contrato de rateio à conta de recursos de que trata o art. 25 da Lei Complementar nº 141, de 2012",2022
"327470",RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO,2022
"329000",Aplicações Diretas,2022
"329021",JUROS SOBRE A DÍVIDA POR CONTRATO,2022
"329022",OUTROS ENCARGOS SOBRE A DÍVIDA POR CONTRATO,2022
"329023","JUROS, DESÁGIOS E DESCONTOS DA DÍVIDA MOBILIÁRIA",2022
"329024",OUTROS ENCARGOS SOBRE A DÍVIDA MOBILIÁRIA,2022
"329025",ENCARGOS SOBRE OPERAÇÕES DE CRÉDITO POR ANTECIPAÇÃO DA RECEITA,2022
"329027","ENCARGOS PELA HONRA DE AVAIS, GARANTIAS, SEGUROS E SIMILARES",2022
"329091",SENTENÇAS JUDICIAIS,2022
"329092",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"329093",INDENIZAÇÕES E RESTITUIÇÕES,2022
"329500","Aplicação Direta à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar nº 141, de 2012",2022
"329521",JUROS SOBRE A DÍVIDA POR CONTRATO,2022
"329522",OUTROS ENCARGOS SOBRE A DÍVIDA POR CONTRATO,2022
"329592",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"329600","Aplicação Direta à conta de recursos de que trata o art. 25 da Lei Complementar nº 141, de 2012",2022
"329621",JUROS SOBRE A DÍVIDA POR CONTRATO,2022
"329622",OUTROS ENCARGOS SOBRE A DÍVIDA POR CONTRATO,2022
"329692",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"332041",CONTRIBUIÇÕES,2022
"332200",Execução Orçamentária Delegada à União,2022
"332214",DIÁRIAS - CIVIL,2022
"332230",MATERIAL DE CONSUMO,2022
"332235",SERVIÇOS DE CONSULTORIA,2022
"332236",OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA,2022
"332239",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2022
"333041",CONTRIBUIÇÕES,2022
"333081",DISTRIBUIÇÃO CONSTITUCIONAL OU LEGAL DE RECEITAS,2022
"333093",INDENIZAÇÕES E RESTITUIÇÕES,2022
"333141",CONTRIBUIÇÕES,2022
"333192",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"333214",DIÁRIAS - CIVIL,2022
"333218",AUXÍLIO FINANCEIRO A ESTUDANTES,2022
"333220",AUXÍLIO FINANCEIRO A PESQUISADORES,2022
"333230",MATERIAL DE CONSUMO,2022
"333232","MATERIAL, BEM OU SERVIÇO PARA DISTRIBUIÇÃO GRATUITA",2022
"333233",PASSAGENS E DESPESAS COM LOCOMOÇÃO,2022
"333235",SERVIÇOS DE CONSULTORIA,2022
"333236",OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA,2022
"333239",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2022
"333247",OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,2022
"333292",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"333293",INDENIZAÇÕES E RESTITUIÇÕES,2022
"334193",INDENIZAÇÕES E RESTITUIÇÕES,2022
"334591",SENTENÇAS JUDICIAIS,2022
"334592",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"334641",CONTRIBUIÇÕES,2022
"334691",SENTENÇAS JUDICIAIS,2022
"334692",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"335000",Transferências a Instituições Privadas sem Fins Lucrativos,2022
"335014",DIÁRIAS - CIVIL,2022
"335018",AUXÍLIO FINANCEIRO A ESTUDANTES,2022
"335020",AUXÍLIO FINANCEIRO A PESQUISADORES,2022
"335030",MATERIAL DE CONSUMO,2022
"335031","PREMIAÇÕES CULTURAIS, ARTÍSTICAS, CIENTÍFICAS, DESPORTIVAS E OUTRAS",2022
"335033",PASSAGENS E DESPESAS COM LOCOMOÇÃO,2022
"335035",SERVIÇOS DE CONSULTORIA,2022
"335036",OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA,2022
"335039",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2022
"335041",CONTRIBUIÇÕES,2022
"335043",SUBVENÇÕES SOCIAIS,2022
"335047",OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,2022
"335085",CONTRATO DE GESTÃO,2022
"335092",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"335093",INDENIZAÇÕES E RESTITUIÇÕES,2022
"336041",CONTRIBUIÇÕES,2022
"336045",SUBVENÇÕES ECONÔMICAS,2022
"336092",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"336783","DESPESAS DECORRENTES DE CONTRATO DE PARCERIA PÚBLICO-PRIVADA - PPP, EXCETO SUBVENÇÕES ECONÔMICAS, APORTE E FUNDO GARANTIDOR",2022
"336792",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"337041",CONTRIBUIÇÕES,2022
"337092",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"337170",RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO,2022
"337192",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"337300","Transferências a Consórcios Públicos mediante contrato de rateio à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar nº 141, de 2012",2022
"337370",RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO,2022
"337400","Transferências a Consórcios Públicos mediante contrato de rateio à conta de recursos de que trata o art. 25 da Lei Complementar nº 141, de 2012",2022
"337470",RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO,2022
"337541",CONTRIBUIÇÕES,2022
"337641",CONTRIBUIÇÕES,2022
"338004",CONTRATAÇÃO POR TEMPO DETERMINADO,2022
"338014",DIÁRIAS - CIVIL,2022
"338030",MATERIAL DE CONSUMO,2022
"338033",PASSAGENS E DESPESAS COM LOCOMOÇÃO,2022
"338034",OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO,2022
"338035",SERVIÇOS DE CONSULTORIA,2022
"338036",OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA,2022
"338037",LOCAÇÃO DE MÃO-DE-OBRA,2022
"338039",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2022
"338041",CONTRIBUIÇÕES,2022
"338092",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"339000",Aplicações Diretas,2022
"339003",PENSÕES,2022
"339004",CONTRATAÇÃO POR TEMPO DETERMINADO,2022
"339006",BENEFÍCIO MENSAL AO DEFICIENTE E AO IDOSO,2022
"339008",OUTROS BENEFÍCIOS ASSISTENCIAIS DO SERVIDOR OU DO MILITAR,2022
"339009",SALÁRIO-FAMÍLIA,2022
"339010",SEGURO DESEMPREGO E ABONO SALARIAL,2022
"339014",DIÁRIAS - CIVIL,2022
"339015",DIÁRIAS - MILITAR,2022
"339018",AUXÍLIO FINANCEIRO A ESTUDANTES,2022
"339019",AUXÍLIO-FARDAMENTO,2022
"339020",AUXÍLIO FINANCEIRO A PESQUISADORES,2022
"339026",OBRIGAÇÕES DECORRENTES DE POLÍTICA MONETÁRIA,2022
"339027","ENCARGOS PELA HONRA DE AVAIS, GARANTIAS, SEGUROS E SIMILARES",2022
"339028",REMUNERAÇÃO DE COTAS DE FUNDOS AUTÁRQUICOS,2022
"339029",DISTRIBUIÇÃO DE RESULTADO DE EMPRESAS ESTATAIS DEPENDENTES,2022
"339030",MATERIAL DE CONSUMO,2022
"339031","PREMIAÇÕES CULTURAIS, ARTÍSTICAS, CIENTÍFICAS, DESPORTIVAS E OUTRAS",2022
"339032","MATERIAL, BEM OU SERVIÇO PARA DISTRIBUIÇÃO GRATUITA",2022
"339033",PASSAGENS E DESPESAS COM LOCOMOÇÃO,2022
"339034",OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO,2022
"339035",SERVIÇOS DE CONSULTORIA,2022
"339036",OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA,2022
"339037",LOCAÇÃO DE MÃO-DE-OBRA,2022
"339038",ARRENDAMENTO MERCANTIL,2022
"339039",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2022
"339040",Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica,2022
"339041",CONTRIBUIÇÕES,2022
"339045",SUBVENÇÕES ECONÔMICAS,2022
"339046",AUXÍLIO-ALIMENTAÇÃO,2022
"339047",OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,2022
"339048",OUTROS AUXÍLIOS FINANCEIROS A PESSOAS FÍSICAS,2022
"339049",AUXÍLIO-TRANSPORTE,2022
"339053",APOSENTADORIAS DO RGPS - ÁREA RURAL,2022
"339054",APOSENTADORIAS DO RGPS - ÁREA URBANA,2022
"339055",PENSÕES DO RGPS - ÁREA RURAL,2022
"339056",PENSÕES DO RGPS - ÁREA URBANA,2022
"339057",OUTROS BENEFÍCIOS DO RGPS - ÁREA RURAL,2022
"339058",OUTROS BENEFÍCIOS DO RGPS - ÁREA URBANA,2022
"339059",PENSÕES ESPECIAIS,2022
"339062",AQUISIÇÃO DE PRODUTOS PARA REVENDA,2022
"339067",DEPÓSITOS COMPULSÓRIOS,2022
"339081",DISTRIBUIÇÃO CONSTITUCIONAL OU LEGAL DE RECEITAS,2022
"339085",CONTRATO DE GESTÃO,2022
"339091",SENTENÇAS JUDICIAIS,2022
"339092",DESPESAS DE EXERCÍCIOS ANTERIORES,2022
"339093",INDENIZAÇÕES E RESTITUIÇÕES,2022
"339095",INDENIZAÇÃO PELA EXECUÇÃO DE TRABALHOS DE CAMPO,2022
"339098",COMPENSAÇÕES AO RGPS,2022
"339104",CONTRATAÇÃO POR TEMPO DETERMINADO,2022
"339128",REMUNERAÇÃO DE COTAS DE FUNDOS AUTÁRQUICOS,2022
"339129",DISTRIBUIÇÃO DE RESULTADO DE EMPRESAS ESTATAIS DEPENDENTES,2022
"339130",MATERIAL DE CONSUMO,2022
"339132","MATERIAL, BEM OU SERVIÇO PARA DISTRIBUIÇÃO GRATUITA",2022
"339135",SERVIÇOS DE CONSULTORIA,2022
"339139",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2022
"339696",RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO,2023
"449041",CONTRIBUIÇÕES,2023
"449152",EQUIPAMENTOS E MATERIAL PERMANENTE,2023
"449191",SENTENÇAS JUDICIAIS,2023
"449193",INDENIZAÇÕES E RESTITUIÇÕES,2023
"449351",OBRAS E INSTALAÇÕES,2023
"449352",EQUIPAMENTOS E MATERIAL PERMANENTE,2023
